"study_route","gender","age_group","education_level","transport_service_type","service_type_other_specify","driving_experience_years","operation_area","work_time","daily_trips","belongs_to_union","union_name","union_other_specify","road_condition","congestion_frequency","congestion_causes","cause_poor_roads","cause_indiscipline","cause_street_trading","cause_poor_traffic_control","cause_lack_parking","terminal_availability","encounters_challenges_authorities","challenges_details","regulation_effectiveness","relationship_with_agencies","fair_law_enforcement","income_effect_congestion","improvement_suggestions","suggest_new_roads","suggest_traffic_mgmt","suggest_parking","suggest_law_enforcement","suggest_reduce_hawking","suggest_other"
"Adum- Tafo Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"6–10 years","Inter-town routes","Evening","10 or more",TRUE,"GPRTU",NA,"Very good","Always","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces",0,1,1,0,0,0
"Adum- Tafo Road","Male","36–45","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",TRUE,"GPRTU",NA,"Poor","Always","a. Poor road network b. Indiscipline by drivers",1,1,0,0,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Afternoon","7–9",TRUE,"GPRTU",NA,"Fair","Sometimes","b. Indiscipline by drivers d. Poor traffic control",0,1,0,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"Less than 2 years","CBD","Throughout the day","4–6",TRUE,"GPRTU",NA,"Very good","Often","c. Street trading and hawking",0,0,1,0,0,"Inadequate",FALSE,NA,"Ineffective","Tense",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","All areas","Throughout the day","4–6",FALSE,NA,NA,"Good","Rarely","d. Poor traffic control",0,0,0,1,0,"Inadequate",FALSE,NA,"Very ineffective","Very tense",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Taxi",NA,"6–10 years","CBD","Throughout the day","4–6",TRUE,"GPRTU",NA,"Poor","Often","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Not available",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,1,1,1,1,0
"Adum- Tafo Road","Male","26–35","Basic","Pragya/Okada",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Poor","Often","a. Poor road network b. Indiscipline by drivers d. Poor traffic control",1,1,0,1,0,"Not available",FALSE,NA,"Very ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Poor","Always","a. Poor road network c. Street trading and hawking",1,0,1,0,0,"Fair",FALSE,NA,"Effective","Cordial",TRUE,"Decreased slightly","b. Better traffic management d. Enforcement of traffic laws",0,1,0,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Poor","Always","a. Poor road network c. Street trading and hawking d. Poor traffic control",1,0,1,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",NA,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Very poor","Rarely","b. Indiscipline by drivers",0,1,0,0,0,"Inadequate",FALSE,NA,"Very ineffective","Very tense",FALSE,"Decreased slightly","d. Enforcement of traffic laws",0,0,0,1,0,0
"Adum- Tafo Road","Male","36–45","Basic","Trotro (Minibus)",NA,"6–10 years","Suburbs","Morning","1–3",TRUE,"GPRTU",NA,"Poor","Rarely","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Adum- Tafo Road","Male","26–35","Basic","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Very poor","Always","c. Street trading and hawking",0,0,1,0,0,"Not available",FALSE,NA,"Very ineffective","Cordial",NA,"Decreased slightly","e. Reduction of street hawking",0,0,0,0,1,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","Suburbs","Morning","1–3",TRUE,"GPRTU",NA,"Very poor","Always","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Not available",FALSE,NA,"Very ineffective","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Adum- Tafo Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Afternoon","7–9",FALSE,NA,NA,"Very poor","Always","a. Poor road network d. Poor traffic control",1,0,0,1,0,"Not available",FALSE,NA,"Very effective","Tense",FALSE,"Decreased slightly","a. Construction of new roads b. Better traffic management d. Enforcement of traffic laws",1,1,0,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"6–10 years","Suburbs","Throughout the day","7–9",FALSE,NA,NA,"Poor","Always","a. Poor road network c. Street trading and hawking",1,0,1,0,0,"Inadequate",FALSE,NA,"Very ineffective","Tense",FALSE,"Decreased greatly","b. Better traffic management d. Enforcement of traffic laws e. Reduction of street hawking",0,1,0,1,1,0
